query_name,query_scop_id,query_scop_lineage,query_scop_lineage_fixed,query_family,query_superfamily,query_fold,query_class
d2ykza_ a.24.3.2 (A:) automated matches {Achromobacter xylosoxidans [TaxId: 85698]},d2ykza_,a.24.3.2,a.24.3.2,a.24.3.2,a.24.3,a.24,a
d1yfsa1 a.203.1.1 (A:237-453) Putative anticodon-binding domain of alanyl-tRNA synthetase (AlaRS) {Aquifex aeolicus [TaxId: 63363]},d1yfsa1,a.203.1.1,a.203.1.1,a.203.1.1,a.203.1,a.203,a
d2jnua1 a.91.1.0 (A:3-136) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2jnua1,a.91.1.0,a.91.1.0,a.91.1.0,a.91.1,a.91,a
d3vrca_ a.24.3.2 (A:) automated matches {Thermochromatium tepidum [TaxId: 1050]},d3vrca_,a.24.3.2,a.24.3.2,a.24.3.2,a.24.3,a.24,a
"d1t36a1 a.92.1.1 (A:403-555) Carbamoyl phosphate synthetase, large subunit connection domain {Escherichia coli [TaxId: 562]}",d1t36a1,a.92.1.1,a.92.1.1,a.92.1.1,a.92.1,a.92,a
d1w2ya_ a.204.1.1 (A:) Type II deoxyuridine triphosphatase {Campylobacter jejuni [TaxId: 197]},d1w2ya_,a.204.1.1,a.204.1.1,a.204.1.1,a.204.1,a.204,a
d6a3ka_ a.24.3.0 (A:) automated matches {Shewanella benthica [TaxId: 126830]},d6a3ka_,a.24.3.0,a.24.3.0,a.24.3.0,a.24.3,a.24,a
d1vmga_ a.204.1.2 (A:) Hypothetical protein SSo12199 (SSo3215) {Sulfolobus solfataricus [TaxId: 2287]},d1vmga_,a.204.1.2,a.204.1.2,a.204.1.2,a.204.1,a.204,a
d2hmza_ a.24.4.1 (A:) Hemerythrin {Sipunculid worm (Themiste dyscritum) [TaxId: 6436]},d2hmza_,a.24.4.1,a.24.4.1,a.24.4.1,a.24.4,a.24,a
"d2euta_ a.93.1.1 (A:) Cytochrome c peroxidase, CCP {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d2euta_,a.93.1.1,a.93.1.1,a.93.1.1,a.93.1,a.93,a
d5ie9a_ a.204.1.2 (A:) automated matches {Bacillus cereus [TaxId: 1396]},d5ie9a_,a.204.1.2,a.204.1.2,a.204.1.2,a.204.1,a.204,a
"d1cgme_ a.24.5.1 (E:) Cucumber green mottle mosaic virus {Cucumber green mottle mosaic virus, strain watermelon [TaxId: 12235]}",d1cgme_,a.24.5.1,a.24.5.1,a.24.5.1,a.24.5,a.24,a
d6sqwa_ a.204.1.2 (A:) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d6sqwa_,a.204.1.2,a.204.1.2,a.204.1.2,a.204.1,a.204,a
d5aoga_ a.93.1.1 (A:) automated matches {Sorghum (Sorghum bicolor) [TaxId: 4558]},d5aoga_,a.93.1.1,a.93.1.1,a.93.1.1,a.93.1,a.93,a
d2vcna_ a.93.1.1 (A:) automated matches {Soybean (Glycine max) [TaxId: 3847]},d2vcna_,a.93.1.1,a.93.1.1,a.93.1.1,a.93.1,a.93,a
d2p06a1 a.204.1.3 (A:1-84) Hypothetical protein AF0060 {Archaeoglobus fulgidus [TaxId: 2234]},d2p06a1,a.204.1.3,a.204.1.3,a.204.1.3,a.204.1,a.204,a
"d6saea_ a.24.5.1 (A:) Tobacco mosaic virus coat protein {Tobacco mosaic virus, vulgare strain [TaxId: 12242]}",d6saea_,a.24.5.1,a.24.5.1,a.24.5.1,a.24.5,a.24,a
d1yvwa1 a.204.1.4 (A:4-95) Phosphoribosyl-ATP pyrophosphatase HisE {Bacillus cereus [TaxId: 1396]},d1yvwa1,a.204.1.4,a.204.1.4,a.204.1.4,a.204.1,a.204,a
d4drib1 a.24.7.1 (B:2025-2112) mTOR FKBP12rapamycin-binding (FRB) domain {Human (Homo sapiens) [TaxId: 9606]},d4drib1,a.24.7.1,a.24.7.1,a.24.7.1,a.24.7,a.24,a
d2a7wa1 a.204.1.4 (A:4-94) Phosphoribosyl-ATP pyrophosphatase HisE {Chromobacterium violaceum [TaxId: 536]},d2a7wa1,a.204.1.4,a.204.1.4,a.204.1.4,a.204.1,a.204,a
"g1avo.1 a.24.8.1 (A:,B:) Proteasome activator reg(alpha) {Human (Homo sapiens) [TaxId: 9606]}",g1avo.1,a.24.8.1,a.24.8.1,a.24.8.1,a.24.8,a.24,a
d1y6xa1 a.204.1.4 (A:7-93) Phosphoribosyl-ATP pyrophosphatase HisE {Mycobacterium tuberculosis [TaxId: 1773]},d1y6xa1,a.204.1.4,a.204.1.4,a.204.1.4,a.204.1,a.204,a
"g1d2v.1 a.93.1.2 (A:,C:) Myeloperoxidase {Human (Homo sapiens) [TaxId: 9606]}",g1d2v.1,a.93.1.2,a.93.1.2,a.93.1.2,a.93.1,a.93,a
d3obca1 a.204.1.0 (A:1-100) automated matches {Archaeoglobus fulgidus [TaxId: 2234]},d3obca1,a.204.1.0,a.204.1.0,a.204.1.0,a.204.1,a.204,a
d1yaro_ a.24.8.1 (O:) automated matches {Trypanosome (Trypanosoma brucei) [TaxId: 5691]},d1yaro_,a.24.8.1,a.24.8.1,a.24.8.1,a.24.8,a.24,a
d1l7ca1 a.24.9.1 (A:388-507) alpha-catenin {Mouse (Mus musculus) [TaxId: 10090]},d1l7ca1,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d4dk2a_ a.204.1.0 (A:) automated matches {Trypanosome (Trypanosoma brucei) [TaxId: 5691]},d4dk2a_,a.204.1.0,a.204.1.0,a.204.1.0,a.204.1,a.204,a
d1q4ga1 a.93.1.2 (A:74-584) Prostaglandin H2 synthase {Sheep (Ovis aries) [TaxId: 9940]},d1q4ga1,a.93.1.2,a.93.1.2,a.93.1.2,a.93.1,a.93,a
d2q73a_ a.204.1.0 (A:) automated matches {Vibrio sp. [TaxId: 344879]},d2q73a_,a.204.1.0,a.204.1.0,a.204.1.0,a.204.1,a.204,a
d1l7ca2 a.24.9.1 (A:508-631) alpha-catenin {Mouse (Mus musculus) [TaxId: 10090]},d1l7ca2,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d1dova_ a.24.9.1 (A:) alpha-catenin {Mouse (Mus musculus) [TaxId: 10090]},d1dova_,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d1us7b_ a.205.1.1 (B:) Hsp90 co-chaperone CDC37 {Human (Homo sapiens) [TaxId: 9606]},d1us7b_,a.205.1.1,a.205.1.1,a.205.1.1,a.205.1,a.205,a
d5jhxa1 a.93.1.0 (A:50-475) automated matches {Magnaporthe oryzae [TaxId: 242507]},d5jhxa1,a.93.1.0,a.93.1.0,a.93.1.0,a.93.1,a.93,a
d1qkra_ a.24.9.1 (A:) Vinculin {Chicken (Gallus gallus) [TaxId: 9031]},d1qkra_,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d5jhxa2 a.93.1.0 (A:476-784) automated matches {Magnaporthe oryzae [TaxId: 242507]},d5jhxa2,a.93.1.0,a.93.1.0,a.93.1.0,a.93.1,a.93,a
d1n93x_ a.206.1.1 (X:) P40 nucleoprotein {Borna disease virus [TaxId: 12455]},d1n93x_,a.206.1.1,a.206.1.1,a.206.1.1,a.206.1,a.206,a
d1st6a3 a.24.9.1 (A:253-371) Vinculin {Chicken (Gallus gallus) [TaxId: 9031]},d1st6a3,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d1st6a4 a.24.9.1 (A:372-488) Vinculin {Chicken (Gallus gallus) [TaxId: 9031]},d1st6a4,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d3fmua_ a.93.1.0 (A:) automated matches {Pleurotus eryngii [TaxId: 5323]},d3fmua_,a.93.1.0,a.93.1.0,a.93.1.0,a.93.1,a.93,a
d1ux5a_ a.207.1.1 (A:) Bni1 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1ux5a_,a.207.1.1,a.207.1.1,a.207.1.1,a.207.1,a.207,a
d1st6a5 a.24.9.1 (A:489-646) Vinculin {Chicken (Gallus gallus) [TaxId: 9031]},d1st6a5,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d1vq8p1 a.94.1.1 (P:1-143) Ribosomal protein L19 (L19e) {Haloarcula marismortui [TaxId: 2238]},d1vq8p1,a.94.1.1,a.94.1.1,a.94.1.1,a.94.1,a.94,a
d1st6a6 a.24.9.1 (A:647-718) Vinculin {Chicken (Gallus gallus) [TaxId: 9031]},d1st6a6,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
"d1v9da_ a.207.1.1 (A:) Diaphanous protein homolog 1, dia1 {Mouse (Mus musculus) [TaxId: 10090]}",d1v9da_,a.207.1.1,a.207.1.1,a.207.1.1,a.207.1,a.207,a
"d2z16a1 a.95.1.1 (A:2-158) automated matches {Influenza A virus, different strains [TaxId: 11320]}",d2z16a1,a.95.1.1,a.95.1.1,a.95.1.1,a.95.1,a.95,a
d1st6a7 a.24.9.1 (A:719-855) Vinculin {Chicken (Gallus gallus) [TaxId: 9031]},d1st6a7,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d1un8a1 a.208.1.1 (A:336-550) Citrobacter dihydroxyacetone kinase extra ATP-binding domain {Citrobacter freundii [TaxId: 546]},d1un8a1,a.208.1.1,a.208.1.1,a.208.1.1,a.208.1,a.208,a
d1orna1 a.96.1.1 (A:3-214) Endonuclease III {Escherichia coli [TaxId: 562]},d1orna1,a.96.1.1,a.96.1.1,a.96.1.1,a.96.1,a.96,a
d3rf3a1 a.24.9.1 (A:2-128) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3rf3a1,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
"d3cr3a1 a.208.1.1 (A:1-192) PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL {Lactococcus lactis [TaxId: 1358]}",d3cr3a1,a.208.1.1,a.208.1.1,a.208.1.1,a.208.1,a.208,a
d3pnlb1 a.208.1.0 (B:2-210) automated matches {Escherichia coli K-12 [TaxId: 83333]},d3pnlb1,a.208.1.0,a.208.1.0,a.208.1.0,a.208.1,a.208,a
d3rf3b2 a.24.9.1 (B:129-258) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3rf3b2,a.24.9.1,a.24.9.1,a.24.9.1,a.24.9,a.24,a
d1muna_ a.96.1.2 (A:) Catalytic domain of MutY {Escherichia coli [TaxId: 562]},d1muna_,a.96.1.2,a.96.1.2,a.96.1.2,a.96.1,a.96,a
d2b0ha1 a.24.9.2 (A:1843-1973) Talin 1 {Mouse (Mus musculus) [TaxId: 10090]},d2b0ha1,a.24.9.2,a.24.9.2,a.24.9.2,a.24.9,a.24,a
d1keaa_ a.96.1.2 (A:) Thymine-DNA glycosylase {Methanobacterium thermoautotrophicum [TaxId: 145262]},d1keaa_,a.96.1.2,a.96.1.2,a.96.1.2,a.96.1,a.96,a
"d2a0ba_ a.24.10.1 (A:) Aerobic respiration control sensor protein, ArcB {Escherichia coli [TaxId: 562]}",d2a0ba_,a.24.10.1,a.24.10.1,a.24.10.1,a.24.10,a.24,a
d4e9ea_ a.96.1.2 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4e9ea_,a.96.1.2,a.96.1.2,a.96.1.2,a.96.1,a.96,a
d1t5ja1 a.209.1.1 (A:2-301) Hypothetical protein MJ1187 {Methanococcus jannaschii [TaxId: 2190]},d1t5ja1,a.209.1.1,a.209.1.1,a.209.1.1,a.209.1,a.209,a
d1wn0a1 a.24.10.2 (A:9-139) Histidine-containing phosphotransfer protein HP2 {Maize (Zea mays) [TaxId: 4577]},d1wn0a1,a.24.10.2,a.24.10.2,a.24.10.2,a.24.10,a.24,a
d1mpga1 a.96.1.3 (A:100-282) 3-Methyladenine DNA glycosylase II (gene alkA or aidA) {Escherichia coli [TaxId: 562]},d1mpga1,a.96.1.3,a.96.1.3,a.96.1.3,a.96.1,a.96,a
d2woea_ a.209.1.0 (A:) automated matches {Rhodospirillum rubrum [TaxId: 1085]},d2woea_,a.209.1.0,a.209.1.0,a.209.1.0,a.209.1,a.209,a
d1c02a_ a.24.10.2 (A:) Phosphorelay protein ypd1 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1c02a_,a.24.10.2,a.24.10.2,a.24.10.2,a.24.10,a.24,a
"d1rf8b1 a.210.1.1 (B:217-314) Eukaryotic initiation factor 4f subunit eIF4g, eIF4e-binding domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d1rf8b1,a.210.1.1,a.210.1.1,a.210.1.1,a.210.1,a.210,a
d2xhia2 a.96.1.3 (A:136-325) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2xhia2,a.96.1.3,a.96.1.3,a.96.1.3,a.96.1,a.96,a
d1i5na_ a.24.10.3 (A:) Chemotaxis protein CheA P1 domain {Salmonella typhimurium [TaxId: 90371]},d1i5na_,a.24.10.3,a.24.10.3,a.24.10.3,a.24.10,a.24,a
d1tqga1 a.24.10.3 (A:4-104) Chemotaxis protein CheA P1 domain {Thermotoga maritima [TaxId: 2336]},d1tqga1,a.24.10.3,a.24.10.3,a.24.10.3,a.24.10,a.24,a
d2para_ a.211.1.1 (A:) 5'-nucleotidase YfbR {Escherichia coli [TaxId: 562]},d2para_,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d2ofka_ a.96.1.4 (A:) 3-Methyladenine DNA glycosylase I (Tag) {Salmonella typhi [TaxId: 601]},d2ofka_,a.96.1.4,a.96.1.4,a.96.1.4,a.96.1,a.96,a
"d1sr2a_ a.24.10.4 (A:) Sensor-like histidine kinase YojN, C-terminal domain {Escherichia coli [TaxId: 562]}",d1sr2a_,a.24.10.4,a.24.10.4,a.24.10.4,a.24.10,a.24,a
d6ifka1 a.211.1.1 (A:2-230) CRISPR-Cas type III-A interference complex protein Csm1 {Streptococcus thermophilus ND03 [TaxId: 767463]},d6ifka1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d1pu6a_ a.96.1.5 (A:) 3-Methyladenine DNA glycosylase III (MagIII) {Helicobacter pylori [TaxId: 210]},d1pu6a_,a.96.1.5,a.96.1.5,a.96.1.5,a.96.1,a.96,a
d1y6da_ a.24.10.5 (A:) Phosphorelay protein luxU {Vibrio harveyi [TaxId: 669]},d1y6da_,a.24.10.5,a.24.10.5,a.24.10.5,a.24.10,a.24,a
d2ooca1 a.24.10.6 (A:8-111) Histidine phosphotransferase ShpA {Caulobacter crescentus [TaxId: 155892]},d2ooca1,a.24.10.6,a.24.10.6,a.24.10.6,a.24.10,a.24,a
d4uw2a1 a.211.1.1 (A:1-220) CRISPR-Cas type III-A interference complex protein Csm1 {Thermococcus onnurineus NA1 [TaxId: 523850]},d4uw2a1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
"d1xqoa_ a.96.1.6 (A:) 8-oxoguanine DNA glycosylase, AgoG {Pyrobaculum aerophilum [TaxId: 13773]}",d1xqoa_,a.96.1.6,a.96.1.6,a.96.1.6,a.96.1,a.96,a
d4g78a1 a.24.10.0 (A:1-144) automated matches {Medicago truncatula [TaxId: 3880]},d4g78a1,a.24.10.0,a.24.10.0,a.24.10.0,a.24.10,a.24,a
d1ynba1 a.211.1.1 (A:7-173) Hypothetical protein AF1432 {Archaeoglobus fulgidus [TaxId: 2234]},d1ynba1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d1xg7a1 a.96.1.6 (A:2-242) Hypothetical protein PF0904 {Pyrococcus furiosus [TaxId: 2261]},d1xg7a1,a.96.1.6,a.96.1.6,a.96.1.6,a.96.1,a.96,a
d1he1a1 a.24.11.1 (A:96-229) ExoS toxin {Pseudomonas aeruginosa [TaxId: 287]},d1he1a1,a.24.11.1,a.24.11.1,a.24.11.1,a.24.11,a.24,a
d4aiaa1 a.96.1.0 (A:1-186) automated matches {Staphylococcus aureus [TaxId: 1280]},d4aiaa1,a.96.1.0,a.96.1.0,a.96.1.0,a.96.1,a.96,a
d2heka1 a.211.1.1 (A:1-369) Hypothetical protein aq_1910 {Aquifex aeolicus [TaxId: 63363]},d2heka1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d1g4wr1 a.24.11.1 (R:171-290) SptP tyrosine phosphatase {Salmonella typhimurium [TaxId: 90371]},d1g4wr1,a.24.11.1,a.24.11.1,a.24.11.1,a.24.11,a.24,a
d1j09a1 a.97.1.1 (A:306-468) C-terminal domain of glutamyl-tRNA synthetase (GluRS) {Thermus thermophilus [TaxId: 274]},d1j09a1,a.97.1.1,a.97.1.1,a.97.1.1,a.97.1,a.97,a
d1hy5a_ a.24.11.1 (A:) YopE {Yersinia pestis [TaxId: 632]},d1hy5a_,a.24.11.1,a.24.11.1,a.24.11.1,a.24.11,a.24,a
d2gz4a1 a.211.1.1 (A:6-205) Hypothetical protein Atu1052 {Agrobacterium tumefaciens [TaxId: 358]},d2gz4a1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d7bmla_ a.24.12.0 (A:) automated matches {Lyme disease spirochete (Borrelia burgdorferi) [TaxId: 139]},d7bmla_,a.24.12.0,a.24.12.0,a.24.12.0,a.24.12,a.24,a
d1irxa1 a.97.1.2 (A:320-523) C-terminal domain of class I lysyl-tRNA synthetase {Pyrococcus horikoshii [TaxId: 53953]},d1irxa1,a.97.1.2,a.97.1.2,a.97.1.2,a.97.1,a.97,a
"d1wgwa1 a.24.13.1 (A:8-93) Signal recognition particle 54 kDa protein, SRP54 {Mouse (Mus musculus) [TaxId: 10090]}",d1wgwa1,a.24.13.1,a.24.13.1,a.24.13.1,a.24.13,a.24,a
d2hona_ a.211.1.1 (A:) Hypothetical protein EF1143 {Enterococcus faecalis [TaxId: 1351]},d2hona_,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d4gria2 a.97.1.0 (A:315-490) automated matches {Borrelia burgdorferi [TaxId: 224326]},d4gria2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
"d1okkd1 a.24.13.1 (D:21-78) Signal recognition particle receptor, FtsY {Thermus aquaticus [TaxId: 271]}",d1okkd1,a.24.13.1,a.24.13.1,a.24.13.1,a.24.13,a.24,a
d1j8mf1 a.24.13.1 (F:3-86) Signal sequence recognition protein Ffh {Acidianus ambivalens [TaxId: 2283]},d1j8mf1,a.24.13.1,a.24.13.1,a.24.13.1,a.24.13,a.24,a
d2pq7a1 a.211.1.1 (A:1-217) Predicted hydrolase mes0020 {Uncultured thermotogales bacterium [TaxId: 221214]},d2pq7a1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d3b57a1 a.211.1.1 (A:1-201) Uncharacterized protein Lin1889 {Listeria innocua [TaxId: 1642]},d3b57a1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d2pjqa1 a.211.1.1 (A:1-215) Uncharacterized protein LP2664 {Lactobacillus plantarum [TaxId: 1590]},d2pjqa1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d2qgsa1 a.211.1.1 (A:1-216) Uncharacterized protein SE1688 {Staphylococcus epidermidis [TaxId: 1282]},d2qgsa1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d5dqva_ a.211.1.0 (A:) automated matches {Bacillus subtilis [TaxId: 1423]},d5dqva_,a.211.1.0,a.211.1.0,a.211.1.0,a.211.1,a.211,a
d4g6za2 a.97.1.0 (A:305-466) automated matches {Burkholderia thailandensis [TaxId: 271848]},d4g6za2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
d1ls1a1 a.24.13.1 (A:1-88) Signal sequence recognition protein Ffh {Thermus aquaticus [TaxId: 271]},d1ls1a1,a.24.13.1,a.24.13.1,a.24.13.1,a.24.13,a.24,a
d1vj7a1 a.211.1.1 (A:5-196) Stringent response-like protein RelA N-terminal domain {Streptococcus equisimilis [TaxId: 119602]},d1vj7a1,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
d6b1pa2 a.97.1.0 (A:300-462) automated matches {Helicobacter pylori [TaxId: 563041]},d6b1pa2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
d6n9ba1 a.24.13.0 (A:196-284) automated matches {Escherichia coli [TaxId: 83333]},d6n9ba1,a.24.13.0,a.24.13.0,a.24.13.0,a.24.13,a.24,a
d7k86a2 a.97.1.0 (A:299-465) automated matches {Stenotrophomonas maltophilia [TaxId: 522373]},d7k86a2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
d1k04a_ a.24.14.1 (A:) FAT domain of focal adhesion kinase {Human (Homo sapiens) [TaxId: 9606]},d1k04a_,a.24.14.1,a.24.14.1,a.24.14.1,a.24.14,a.24,a
d3tk0a1 a.24.15.1 (A:81-205) Augmenter of liver regeneration {Human (Homo sapiens) [TaxId: 9606]},d3tk0a1,a.24.15.1,a.24.15.1,a.24.15.1,a.24.15,a.24,a
d2cfoa2 a.97.1.0 (A:312-485) automated matches {Synechococcus elongatus [TaxId: 32046]},d2cfoa2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
d1jr8a_ a.24.15.1 (A:) Thiol oxidase Erv2p {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1jr8a_,a.24.15.1,a.24.15.1,a.24.15.1,a.24.15,a.24,a
d3afha2 a.97.1.0 (A:316-486) automated matches {Thermotoga maritima [TaxId: 2336]},d3afha2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
d3gwla1 a.24.15.0 (A:101-203) automated matches {African swine fever virus ba71v [TaxId: 10498]},d3gwla1,a.24.15.0,a.24.15.0,a.24.15.0,a.24.15,a.24,a
d2o5ra2 a.97.1.0 (A:313-468) automated matches {Thermotoga maritima [TaxId: 2336]},d2o5ra2,a.97.1.0,a.97.1.0,a.97.1.0,a.97.1,a.97,a
d6un8a2 a.24.16.1 (A:126-253) automated matches {Staphylococcus aureus [TaxId: 1280]},d6un8a2,a.24.16.1,a.24.16.1,a.24.16.1,a.24.16,a.24,a
d2cqza_ a.211.1.1 (A:) automated matches {Pyrococcus horikoshii OT3 [TaxId: 70601]},d2cqza_,a.211.1.1,a.211.1.1,a.211.1.1,a.211.1,a.211,a
"d2x1ya1 a.98.1.1 (A:4-221) R1 subunit of ribonucleotide reductase, N-terminal domain {Escherichia coli [TaxId: 562]}",d2x1ya1,a.98.1.1,a.98.1.1,a.98.1.1,a.98.1,a.98,a
d1joga_ a.24.16.2 (A:) Hypothetical protein HI0074 {Haemophilus influenzae [TaxId: 727]},d1joga_,a.24.16.2,a.24.16.2,a.24.16.2,a.24.16,a.24,a
"d1taza_ a.211.1.2 (A:) Catalytic domain of cyclic nucleotide phosphodiesterase 1b, PDE1B {Human (Homo sapiens) [TaxId: 9606]}",d1taza_,a.211.1.2,a.211.1.2,a.211.1.2,a.211.1,a.211,a
"d1so2a_ a.211.1.2 (A:) cGMP-inhibited 3',5'-cyclic phosphodiesterase B, pde3b {Human (Homo sapiens) [TaxId: 9606]}",d1so2a_,a.211.1.2,a.211.1.2,a.211.1.2,a.211.1,a.211,a
d3v93a_ a.211.1.0 (A:) automated matches {Trypanosoma cruzi [TaxId: 5693]},d3v93a_,a.211.1.0,a.211.1.0,a.211.1.0,a.211.1,a.211,a
d1wtya_ a.24.16.2 (A:) Probable nucleotidyltransferase subunit TTHA0048 {Thermus thermophilus [TaxId: 274]},d1wtya_,a.24.16.2,a.24.16.2,a.24.16.2,a.24.16,a.24,a
"d1peqa1 a.98.1.1 (A:13-174) R1 subunit of ribonucleotide reductase, N-terminal domain {Salmonella typhimurium [TaxId: 90371]}",d1peqa1,a.98.1.1,a.98.1.1,a.98.1.1,a.98.1,a.98,a
d1ufba_ a.24.16.3 (A:) Hypothetical protein TT1696 {Thermus thermophilus [TaxId: 274]},d1ufba_,a.24.16.3,a.24.16.3,a.24.16.3,a.24.16,a.24,a
d1y2ka_ a.211.1.2 (A:) Catalytic domain of cyclic nucleotide phosphodiesterase pde4d {Human (Homo sapiens) [TaxId: 9606]},d1y2ka_,a.211.1.2,a.211.1.2,a.211.1.2,a.211.1,a.211,a
"d1tbfa_ a.211.1.2 (A:) cGMP-specific 3',5'-cyclic phosphodiesterase pde5a1-Ibmx {Human (Homo sapiens) [TaxId: 9606]}",d1tbfa_,a.211.1.2,a.211.1.2,a.211.1.2,a.211.1,a.211,a
d1owla1 a.99.1.1 (A:205-475) C-terminal domain of DNA photolyase {Synechococcus elongatus [TaxId: 32046]},d1owla1,a.99.1.1,a.99.1.1,a.99.1.1,a.99.1,a.99,a
"d1v4aa1 a.24.16.4 (A:287-437) Glutamine synthase adenylyltransferase GlnE, domain 2 {Escherichia coli [TaxId: 562]}",d1v4aa1,a.24.16.4,a.24.16.4,a.24.16.4,a.24.16,a.24,a
d1iqra1 a.99.1.1 (A:172-416) C-terminal domain of DNA photolyase {Thermus thermophilus [TaxId: 274]},d1iqra1,a.99.1.1,a.99.1.1,a.99.1.1,a.99.1,a.99,a
d1wola_ a.24.16.0 (A:) automated matches {Sulfolobus tokodaii [TaxId: 273063]},d1wola_,a.24.16.0,a.24.16.0,a.24.16.0,a.24.16,a.24,a
d1l3pa_ a.24.17.1 (A:) Functional domain of pollen allergen Phl P 5b {Timothy grass (Phleum pratense) [TaxId: 15957]},d1l3pa_,a.24.17.1,a.24.17.1,a.24.17.1,a.24.17,a.24,a
d1np7a1 a.99.1.1 (A:205-483) Cryptochrome C-terminal domain {Synechocystis sp. PCC 6803 [TaxId: 1148]},d1np7a1,a.99.1.1,a.99.1.1,a.99.1.1,a.99.1,a.99,a
d6trka_ a.24.17.1 (A:) Pollen allergen Phl P 6 {Timothy grass (Phleum pratense) [TaxId: 15957]},d6trka_,a.24.17.1,a.24.17.1,a.24.17.1,a.24.17,a.24,a
"d1nzea_ a.24.18.1 (A:) Oxygen-evolving enhancer protein 3, {Spinach (Spinacia oleracea) [TaxId: 3562]}",d1nzea_,a.24.18.1,a.24.18.1,a.24.18.1,a.24.18,a.24,a
d1u3da1 a.99.1.1 (A:198-497) Cryptochrome C-terminal domain {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d1u3da1,a.99.1.1,a.99.1.1,a.99.1.1,a.99.1,a.99,a
"d3dy8a2 a.211.1.2 (A:182-505) High-affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A, PDE9A {Human (Homo sapiens) [TaxId: 9606]}",d3dy8a2,a.211.1.2,a.211.1.2,a.211.1.2,a.211.1,a.211,a
d1orja1 a.24.19.1 (A:1002-1124) Flagellar export chaperone FliS {Aquifex aeolicus [TaxId: 63363]},d1orja1,a.24.19.1,a.24.19.1,a.24.19.1,a.24.19,a.24,a
d2wq7a2 a.99.1.0 (A:216-509) automated matches {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d2wq7a2,a.99.1.0,a.99.1.0,a.99.1.0,a.99.1,a.99,a
d5mawe_ a.24.19.0 (E:) automated matches {Bacillus subtilis [TaxId: 1423]},d5mawe_,a.24.19.0,a.24.19.0,a.24.19.0,a.24.19,a.24,a
d1vqra1 a.211.1.3 (A:1-285) Hypothetical protein Cj0248 {Campylobacter jejuni [TaxId: 197]},d1vqra1,a.211.1.3,a.211.1.3,a.211.1.3,a.211.1,a.211,a
d3iqca_ a.24.19.0 (A:) automated matches {Helicobacter pylori [TaxId: 85962]},d3iqca_,a.24.19.0,a.24.19.0,a.24.19.0,a.24.19,a.24,a
